subject_id,time_continuous,valence,arousal,gender,age,mean_optimism,mean_pessimism
term151,0.2354166666666667,0,0,1,50,2,4
term151,0.25277777777777777,-2,2,1,50,2,4
term151,0.2534722222222222,-2,2,1,50,2,4
term110,0.2548611111111111,1,-2,2,60,2,3
term141,0.2722222222222222,1,2,1,40,3,3
term151,0.27847222222222223,-1,-1,1,50,2,4
term149,0.2791666666666667,0,0,1,50,3,2
term154,0.28750000000000003,-2,-1,1,30,3,2
term129,0.28750000000000003,-1,0,1,40,2,3
term129,0.3277777777777778,0,0,1,40,2,3
term146,0.3326388888888889,2,3,2,50,3,2
term18,0.3368055555555556,-1,1,2,60,2,3
term19,0.33888888888888885,-2,2,1,50,2,3
term120,0.34861111111111115,-1,-3,1,50,3,2
term141,0.34930555555555554,-1,2,1,40,3,3
term17,0.3611111111111111,0,0,2,40,2,3
term124,0.36319444444444443,1,2,2,40,2,3
term133,0.3645833333333333,-3,0,1,40,2,4
term139,0.36874999999999997,2,-2,2,40,1,3
term19,0.37083333333333335,0,2,1,50,2,3
term127,0.375,-1,-1,2,30,2,3
term139,0.375,2,-2,2,40,1,3
term115,0.375,3,-1,1,50,3,2
term136,0.375,0,-1,1,50,3,3
term156,0.375,3,-1,2,50,2,2
term12,0.375,3,0,1,40,3,2
term114,0.375,1,1,2,30,3,3
term11,0.375,1,1,2,40,1,4
term134,0.3756944444444445,-1,2,1,50,3,2
term110,0.3756944444444445,1,-2,2,60,2,3
term124,0.3763888888888889,-1,1,2,40,2,3
term131,0.3763888888888889,1,-1,2,30,1,4
term143,0.3763888888888889,2,-2,1,40,4,2
term119,0.3770833333333334,0,0,1,30,2,3
term125,0.3770833333333334,0,2,1,40,2,3
term123,0.3770833333333334,-1,1,2,30,4,1
term111,0.3770833333333334,1,-3,2,40,3,2
term122,0.37777777777777777,0,2,2,30,2,3
term152,0.37777777777777777,0,2,1,50,2,3
term13,0.37847222222222227,2,-3,2,20,2,3
term135,0.37916666666666665,-1,1,2,50,2,3
term146,0.37916666666666665,0,3,2,50,3,2
term149,0.37986111111111115,1,-1,1,50,3,2
term128,0.38055555555555554,2,-2,1,30,2,3
term139,0.38125000000000003,0,2,2,40,1,3
term155,0.3840277777777778,3,-1,1,50,2,2
term137,0.3854166666666667,0,0,2,40,3,2
term129,0.3854166666666667,-1,0,1,40,2,3
term126,0.3875,2,-2,2,40,3,2
term18,0.3909722222222222,-3,2,2,60,2,3
term118,0.3923611111111111,3,-2,1,30,2,3
term123,0.39444444444444443,-1,1,2,30,4,1
term130,0.3972222222222222,2,2,1,30,1,4
term134,0.3993055555555556,-3,3,1,50,3,2
term113,0.39999999999999997,-1,2,1,30,3,2
term131,0.40347222222222223,-1,-2,2,30,1,4
term140,0.4041666666666666,4,-1,2,40,2,3
term144,0.4041666666666666,-2,0,2,50,3,2
term132,0.4048611111111111,4,-1,1,30,2,3
term134,0.40972222222222227,3,-2,1,50,3,2
term119,0.40972222222222227,-2,1,1,30,2,3
term136,0.41041666666666665,0,0,1,50,3,3
term16,0.41111111111111115,-4,2,2,30,2,2
term18,0.4138888888888889,-2,1,2,60,2,3
term15,0.4152777777777778,-2,1,1,40,3,2
term17,0.4166666666666667,1,0,2,40,2,3
term141,0.4166666666666667,0,2,1,40,3,3
term123,0.4166666666666667,-4,4,2,30,4,1
term146,0.41805555555555557,-2,1,2,50,3,2
term155,0.42083333333333334,0,-2,1,50,2,2
term19,0.4215277777777778,2,2,1,50,2,3
term138,0.42291666666666666,2,-2,2,40,2,4
term136,0.4284722222222222,0,2,1,50,3,3
term151,0.4291666666666667,1,1,1,50,2,4
term148,0.4354166666666666,2,-2,1,50,2,3
term113,0.4361111111111111,-3,2,1,30,3,2
term128,0.4375,2,-4,1,30,2,3
term14,0.4375,0,-1,1,30,2,3
term123,0.4388888888888889,-1,1,2,30,4,1
term130,0.4451388888888889,2,2,1,30,1,4
term136,0.4451388888888889,0,-1,1,50,3,3
term120,0.4458333333333333,-3,2,1,50,3,2
term154,0.4458333333333333,-4,4,1,30,3,2
term135,0.4486111111111111,-1,1,2,50,2,3
term18,0.45069444444444445,-1,1,2,60,2,3
term136,0.45208333333333334,1,2,1,50,3,3
term123,0.4534722222222222,-1,2,2,30,4,1
term145,0.4534722222222222,-2,2,1,50,3,2
term130,0.4548611111111111,2,1,1,30,1,4
term125,0.4576388888888889,1,-4,1,40,2,3
term19,0.4590277777777778,2,1,1,50,2,3
term146,0.4597222222222222,-2,3,2,50,3,2
term115,0.4597222222222222,3,0,1,50,3,2
term127,0.46319444444444446,2,1,2,30,2,3
term17,0.46388888888888885,1,0,2,40,2,3
term146,0.46388888888888885,-1,3,2,50,3,2
term156,0.46388888888888885,4,-1,2,50,2,2
term134,0.46388888888888885,0,2,1,50,3,2
term124,0.46458333333333335,1,1,2,40,2,3
term132,0.46458333333333335,3,1,1,30,2,3
term126,0.46458333333333335,2,2,2,40,3,2
term143,0.46458333333333335,2,-2,1,40,4,2
term149,0.46527777777777773,1,-1,1,50,3,2
term125,0.46597222222222223,0,-4,1,40,2,3
term18,0.4666666666666666,-1,1,2,60,2,3
term111,0.46875,2,-1,2,40,3,2
term114,0.46875,1,0,2,30,3,3
term137,0.46875,0,0,2,40,3,2
term11,0.4694444444444445,3,-1,2,40,1,4
term155,0.4694444444444445,2,1,1,50,2,2
term144,0.4708333333333334,-1,2,2,50,3,2
term110,0.47152777777777777,1,-2,2,60,2,3
term145,0.47222222222222227,1,0,1,50,3,2
term123,0.47222222222222227,-3,3,2,30,4,1
term139,0.47291666666666665,2,-2,2,40,1,3
term129,0.47361111111111115,-1,1,1,40,2,3
term130,0.4756944444444444,2,1,1,30,1,4
term113,0.4756944444444444,-2,3,1,30,3,2
term16,0.4763888888888889,-4,0,2,30,2,2
term151,0.4777777777777778,1,2,1,50,2,4
term138,0.4777777777777778,0,-2,2,40,2,4
term139,0.4784722222222222,0,0,2,40,1,3
term119,0.4784722222222222,2,-2,1,30,2,3
term152,0.4798611111111111,0,2,1,50,2,3
term136,0.4798611111111111,2,-1,1,50,3,3
term140,0.48055555555555557,3,-2,2,40,2,3
term13,0.48333333333333334,3,4,2,20,2,3
term129,0.4840277777777778,-1,2,1,40,2,3
term19,0.48680555555555555,2,-2,1,50,2,3
term148,0.4909722222222222,1,-3,1,50,2,3
term127,0.49444444444444446,2,2,2,30,2,3
term18,0.49583333333333335,-1,1,2,60,2,3
term124,0.4979166666666666,2,-1,2,40,2,3
term135,0.4986111111111111,-2,1,2,50,2,3
term155,0.5,-1,-2,1,50,2,2
term123,0.5027777777777778,-3,-3,2,30,4,1
term125,0.5069444444444444,0,-4,1,40,2,3
term12,0.5069444444444444,4,0,1,40,3,2
term122,0.5083333333333333,0,-1,2,30,2,3
term123,0.5090277777777777,-1,1,2,30,4,1
term151,0.5097222222222222,1,3,1,50,2,4
term154,0.5125000000000001,-4,3,1,30,3,2
term133,0.5145833333333333,0,-2,1,40,2,4
term113,0.517361111111111,-3,2,1,30,3,2
term151,0.5187499999999999,1,0,1,50,2,4
term118,0.5194444444444445,2,-2,1,30,2,3
term132,0.5215277777777778,4,-3,1,30,2,3
term136,0.5291666666666667,-2,1,1,50,3,3
term17,0.5291666666666667,1,1,2,40,2,3
term146,0.5340277777777778,2,2,2,50,3,2
term134,0.5354166666666667,3,-3,1,50,3,2
term133,0.5354166666666667,0,-1,1,40,2,4
term128,0.5444444444444444,0,-4,1,30,2,3
term13,0.5444444444444444,2,-3,2,20,2,3
term151,0.5458333333333333,0,1,1,50,2,4
term137,0.5479166666666667,-1,1,2,40,3,2
term119,0.5506944444444445,3,-3,1,30,2,3
term110,0.5520833333333334,1,-2,2,60,2,3
term123,0.5527777777777778,-4,4,2,30,4,1
term126,0.5569444444444445,-1,-3,2,40,3,2
term118,0.5583333333333333,1,-2,1,30,2,3
term129,0.5590277777777778,0,1,1,40,2,3
term127,0.5597222222222222,2,0,2,30,2,3
term15,0.5597222222222222,-3,1,1,40,3,2
term123,0.5604166666666667,-4,4,2,30,4,1
term128,0.5604166666666667,2,-1,1,30,2,3
term154,0.5611111111111111,-3,1,1,30,3,2
term115,0.5631944444444444,3,0,1,50,3,2
term136,0.5645833333333333,2,2,1,50,3,3
term146,0.5645833333333333,-1,3,2,50,3,2
term19,0.5652777777777778,-1,1,1,50,2,3
term138,0.56875,1,-2,2,40,2,4
term12,0.5694444444444444,2,0,1,40,3,2
term152,0.5715277777777777,1,1,1,50,2,3
term154,0.5805555555555556,-1,1,1,30,3,2
term113,0.5812499999999999,-3,3,1,30,3,2
term130,0.5826388888888888,2,1,1,30,1,4
term115,0.5833333333333334,3,1,1,50,3,2
term123,0.5833333333333334,-4,4,2,30,4,1
term124,0.5840277777777778,1,-1,2,40,2,3
term125,0.5875,1,-4,1,40,2,3
term11,0.5881944444444445,-1,-3,2,40,1,4
term146,0.5888888888888889,3,2,2,50,3,2
term13,0.5888888888888889,2,-1,2,20,2,3
term134,0.5888888888888889,3,2,1,50,3,2
term126,0.5895833333333333,3,0,2,40,3,2
term151,0.5923611111111111,-2,1,1,50,2,4
term141,0.5923611111111111,2,0,1,40,3,3
term137,0.5951388888888889,-1,-1,2,40,3,2
term11,0.5951388888888889,-2,-3,2,40,1,4
term130,0.5979166666666667,3,2,1,30,1,4
term140,0.5993055555555555,4,-3,2,40,2,3
term17,0.6013888888888889,-1,1,2,40,2,3
term155,0.6020833333333333,2,1,1,50,2,2
term124,0.6027777777777777,-2,2,2,40,2,3
term156,0.6027777777777777,3,-3,2,50,2,2
term123,0.6034722222222222,-3,2,2,30,4,1
term127,0.6034722222222222,1,-1,2,30,2,3
term110,0.6034722222222222,2,-2,2,60,2,3
term152,0.6041666666666666,1,2,1,50,2,3
term125,0.6048611111111112,3,-2,1,40,2,3
term14,0.6062500000000001,-1,1,1,30,2,3
term118,0.6083333333333333,2,1,1,30,2,3
term129,0.6090277777777778,0,-1,1,40,2,3
term143,0.6090277777777778,2,-3,1,40,4,2
term146,0.6118055555555556,1,2,2,50,3,2
term19,0.6166666666666667,0,2,1,50,2,3
term144,0.6180555555555556,-1,1,2,50,3,2
term136,0.6222222222222222,0,3,1,50,3,3
term133,0.6236111111111111,1,0,1,40,2,4
term12,0.6236111111111111,-1,1,1,40,3,2
term145,0.6256944444444444,3,-1,1,50,3,2
term123,0.6256944444444444,-2,3,2,30,4,1
term149,0.6270833333333333,3,-2,1,50,3,2
term18,0.6284722222222222,-2,2,2,60,2,3
term133,0.6319444444444444,2,0,1,40,2,4
term113,0.6340277777777777,4,-2,1,30,3,2
term156,0.6368055555555555,-1,2,2,50,2,2
term114,0.6375000000000001,1,-1,2,30,3,3
term128,0.6402777777777778,2,-2,1,30,2,3
term19,0.642361111111111,2,2,1,50,2,3
term135,0.6444444444444445,-1,1,2,50,2,3
term13,0.6451388888888888,1,-3,2,20,2,3
term130,0.6458333333333334,1,1,1,30,1,4
term127,0.6479166666666667,0,0,2,30,2,3
term123,0.6479166666666667,-3,2,2,30,4,1
term148,0.6527777777777778,2,-2,1,50,2,3
term135,0.65625,-1,1,2,50,2,3
term136,0.6576388888888889,-1,3,1,50,3,3
term137,0.6576388888888889,1,0,2,40,3,2
term17,0.6590277777777778,1,-1,2,40,2,3
term13,0.6597222222222222,2,-3,2,20,2,3
term129,0.6645833333333333,-2,1,1,40,2,3
term120,0.6659722222222222,-2,1,1,50,3,2
term123,0.6666666666666666,-2,1,2,30,4,1
term140,0.6666666666666666,-1,-2,2,40,2,3
term119,0.6715277777777778,0,0,1,30,2,3
term132,0.6715277777777778,4,1,1,30,2,3
term19,0.6743055555555556,-2,2,1,50,2,3
term154,0.6770833333333334,-3,4,1,30,3,2
term156,0.6777777777777777,2,-1,2,50,2,2
term141,0.6784722222222223,-1,-2,1,40,3,3
term148,0.6840277777777778,3,-3,1,50,2,3
term14,0.6875,-1,0,1,30,2,3
term155,0.6875,2,1,1,50,2,2
term136,0.6881944444444444,1,1,1,50,3,3
term129,0.6881944444444444,1,1,1,40,2,3
term149,0.688888888888889,-2,2,1,50,3,2
term123,0.6895833333333333,-2,2,2,30,4,1
term146,0.6916666666666668,2,3,2,50,3,2
term111,0.6923611111111111,2,1,2,40,3,2
term120,0.6923611111111111,1,1,1,50,3,2
term17,0.6965277777777777,-1,1,2,40,2,3
term136,0.6979166666666666,0,2,1,50,3,3
term119,0.6986111111111111,1,1,1,30,2,3
term19,0.7034722222222222,1,2,1,50,2,3
term133,0.7055555555555556,0,-2,1,40,2,4
term146,0.7076388888888889,3,0,2,50,3,2
term115,0.7083333333333334,3,1,1,50,3,2
term122,0.7090277777777777,1,3,2,30,2,3
term12,0.7104166666666667,-2,3,1,40,3,2
term132,0.7118055555555555,4,4,1,30,2,3
term129,0.7118055555555555,0,-1,1,40,2,3
term134,0.7131944444444445,4,0,1,50,3,2
term134,0.7138888888888889,4,0,1,50,3,2
term146,0.7138888888888889,2,0,2,50,3,2
term137,0.7138888888888889,-2,2,2,40,3,2
term156,0.7138888888888889,3,-2,2,50,2,2
term111,0.7145833333333332,2,-2,2,40,3,2
term18,0.7145833333333332,-3,1,2,60,2,3
term12,0.7145833333333332,-2,1,1,40,3,2
term132,0.7159722222222222,3,4,1,30,2,3
term113,0.717361111111111,-4,3,1,30,3,2
term133,0.717361111111111,1,-1,1,40,2,4
term145,0.720138888888889,3,-2,1,50,3,2
term127,0.720138888888889,0,0,2,30,2,3
term114,0.7208333333333333,1,1,2,30,3,3
term152,0.7222222222222222,1,2,1,50,2,3
term126,0.7229166666666668,1,-2,2,40,3,2
term124,0.7236111111111111,3,-2,2,40,2,3
term128,0.725,3,-3,1,30,2,3
term118,0.7270833333333333,-3,3,1,30,2,3
term120,0.7270833333333333,1,1,1,50,3,2
term15,0.7277777777777777,-1,2,1,40,3,2
term123,0.7277777777777777,-1,1,2,30,4,1
term11,0.7284722222222223,-2,-1,2,40,1,4
term110,0.7291666666666666,1,-2,2,60,2,3
term140,0.7319444444444444,3,-1,2,40,2,3
term19,0.7333333333333334,-2,2,1,50,2,3
term143,0.7333333333333334,2,-2,1,40,4,2
term151,0.7354166666666666,1,0,1,50,2,4
term130,0.7361111111111112,2,1,1,30,1,4
term155,0.7402777777777777,3,1,1,50,2,2
term119,0.7451388888888889,3,-2,1,30,2,3
term119,0.7451388888888889,3,-3,1,30,2,3
term123,0.7479166666666667,-3,3,2,30,4,1
term129,0.748611111111111,1,-1,1,40,2,3
term135,0.75,-1,1,2,50,2,3
term14,0.7520833333333333,0,-1,1,30,2,3
term148,0.7534722222222222,3,-4,1,50,2,3
term136,0.7534722222222222,2,2,1,50,3,3
term144,0.7555555555555555,-1,1,2,50,3,2
term125,0.75625,1,-4,1,40,2,3
term12,0.7583333333333333,3,0,1,40,3,2
term146,0.7583333333333333,2,0,2,50,3,2
term128,0.7638888888888888,2,-3,1,30,2,3
term151,0.7638888888888888,0,0,1,50,2,4
term19,0.7645833333333334,1,2,1,50,2,3
term123,0.7659722222222222,0,4,2,30,4,1
term18,0.7701388888888889,-1,1,2,60,2,3
term125,0.7701388888888889,0,-2,1,40,2,3
term123,0.7770833333333332,-2,2,2,30,4,1
term120,0.7777777777777778,-1,-1,1,50,3,2
term141,0.7805555555555556,0,-3,1,40,3,3
term126,0.78125,-1,2,2,40,3,2
term155,0.7833333333333333,2,-3,1,50,2,2
term123,0.7854166666666668,-2,0,2,30,4,1
term18,0.7895833333333333,2,1,2,60,2,3
term14,0.7916666666666666,-2,-2,1,30,2,3
term144,0.7916666666666666,1,1,2,50,3,2
term146,0.7923611111111111,-1,1,2,50,3,2
term151,0.7937500000000001,-1,0,1,50,2,4
term122,0.7944444444444444,-2,3,2,30,2,3
term13,0.7965277777777778,2,0,2,20,2,3
term136,0.7972222222222222,3,3,1,50,3,3
term119,0.7993055555555556,-4,-2,1,30,2,3
term12,0.8034722222222223,-1,2,1,40,3,2
term134,0.8034722222222223,3,2,1,50,3,2
term131,0.8048611111111111,-3,-1,2,30,1,4
term17,0.80625,0,1,2,40,2,3
term122,0.80625,-2,2,2,30,2,3
term136,0.8104166666666667,3,-2,1,50,3,3
term151,0.811111111111111,0,-1,1,50,2,4
term115,0.8125,3,1,1,50,3,2
term131,0.8166666666666668,0,-4,2,30,1,4
term155,0.8173611111111111,1,-3,1,50,2,2
term137,0.8180555555555555,0,0,2,40,3,2
term18,0.8180555555555555,1,-1,2,60,2,3
term148,0.8180555555555555,-3,2,1,50,2,3
term114,0.81875,-1,1,2,30,3,3
term146,0.81875,1,1,2,50,3,2
term134,0.81875,3,0,1,50,3,2
term119,0.81875,0,0,1,30,2,3
term119,0.81875,0,0,1,30,2,3
term17,0.8201388888888889,-3,3,2,40,2,3
term122,0.8201388888888889,1,3,2,30,2,3
term156,0.8208333333333333,3,-2,2,50,2,2
term124,0.8208333333333333,1,-2,2,40,2,3
term151,0.8215277777777777,0,-2,1,50,2,4
term125,0.8215277777777777,2,-4,1,40,2,3
term19,0.8222222222222223,2,-1,1,50,2,3
term12,0.8222222222222223,-1,0,1,40,3,2
term110,0.8229166666666666,2,-2,2,60,2,3
term129,0.8229166666666666,2,0,1,40,2,3
term129,0.8236111111111111,2,0,1,40,2,3
term152,0.8236111111111111,3,-1,1,50,2,3
term123,0.8256944444444444,-1,-1,2,30,4,1
term126,0.8256944444444444,3,2,2,40,3,2
term145,0.8270833333333334,3,-2,1,50,3,2
term118,0.8270833333333334,2,-2,1,30,2,3
term136,0.8277777777777778,4,2,1,50,3,3
term113,0.8284722222222222,4,-2,1,30,3,2
term11,0.8284722222222222,-2,1,2,40,1,4
term120,0.8291666666666666,0,1,1,50,3,2
term140,0.8298611111111112,2,-1,2,40,2,3
term130,0.8298611111111112,2,2,1,30,1,4
term13,0.8305555555555556,2,-2,2,20,2,3
term143,0.8326388888888889,2,-2,1,40,4,2
term143,0.8326388888888889,2,-2,1,40,4,2
term137,0.8347222222222223,0,0,2,40,3,2
term156,0.8347222222222223,3,-3,2,50,2,2
term136,0.8347222222222223,4,2,1,50,3,3
term15,0.8354166666666667,1,-3,1,40,3,2
term144,0.842361111111111,1,1,2,50,3,2
term135,0.8493055555555555,-1,-2,2,50,2,3
term111,0.8527777777777777,2,3,2,40,3,2
term151,0.8555555555555556,-1,-1,1,50,2,4
term14,0.8590277777777778,0,-1,1,30,2,3
term127,0.8611111111111112,1,1,2,30,2,3
term138,0.8659722222222223,1,-1,2,40,2,4
term146,0.8673611111111111,3,1,2,50,3,2
term132,0.8777777777777778,4,4,1,30,2,3
term110,0.8791666666666668,0,-2,2,60,2,3
term133,0.8826388888888889,1,-2,1,40,2,4
term135,0.8909722222222222,-1,1,2,50,2,3
term148,0.8958333333333334,2,-3,1,50,2,3
term133,0.9055555555555556,2,-2,1,40,2,4
term128,0.9104166666666668,3,1,1,30,2,3
term127,0.9111111111111111,2,1,2,30,2,3
term151,0.9131944444444445,0,-1,1,50,2,4
term151,0.9173611111111111,0,0,1,50,2,4
term141,0.9180555555555556,2,3,1,40,3,3
term15,0.9215277777777778,-3,3,1,40,3,2
term144,0.9444444444444445,1,3,2,50,3,2
term19,0.19236111111111112,0,-3,1,50,2,3
term149,0.23194444444444443,-4,-4,1,50,3,2
term151,0.2611111111111111,0,1,1,50,2,4
term19,0.26666666666666666,1,2,1,50,2,3
term154,0.2736111111111111,-1,-2,1,30,3,2
term129,0.3020833333333333,-2,0,1,40,2,3
term151,0.3020833333333333,0,-1,1,50,2,4
term151,0.31527777777777777,0,0,1,50,2,4
term136,0.32083333333333336,1,2,1,50,3,3
term120,0.3263888888888889,1,1,1,50,3,2
term129,0.33055555555555555,0,-1,1,40,2,3
term146,0.33055555555555555,-2,3,2,50,3,2
term18,0.3326388888888889,2,-2,2,60,2,3
term141,0.3340277777777778,1,-2,1,40,3,3
term138,0.3347222222222222,1,-2,2,40,2,4
term144,0.34027777777777773,1,0,2,50,3,2
term136,0.34930555555555554,-1,2,1,50,3,3
term19,0.36041666666666666,-2,2,1,50,2,3
term136,0.3736111111111111,0,2,1,50,3,3
term137,0.3736111111111111,-1,0,2,40,3,2
term138,0.3736111111111111,2,-3,2,40,2,4
term139,0.3743055555555555,-2,0,2,40,1,3
term123,0.375,-1,1,2,30,4,1
term124,0.375,-1,2,2,40,2,3
term146,0.375,-3,2,2,50,3,2
term156,0.3756944444444445,3,-1,2,50,2,2
term139,0.3756944444444445,0,1,2,40,1,3
term152,0.3763888888888889,2,-1,1,50,2,3
term110,0.3770833333333334,2,-2,2,60,2,3
term113,0.37916666666666665,-4,1,1,30,3,2
term141,0.37986111111111115,0,-2,1,40,3,3
term124,0.38055555555555554,-1,2,2,40,2,3
term131,0.3833333333333333,1,2,2,30,1,4
term111,0.3840277777777778,-2,1,2,40,3,2
term126,0.3840277777777778,2,1,2,40,3,2
term127,0.3847222222222222,1,0,2,30,2,3
term114,0.3847222222222222,0,-1,2,30,3,3
term143,0.3847222222222222,3,-2,1,40,4,2
term139,0.3861111111111111,0,0,2,40,1,3
term133,0.3902777777777778,1,0,1,40,2,4
term155,0.3909722222222222,2,-3,1,50,2,2
term128,0.3923611111111111,1,0,1,30,2,3
term129,0.39375,0,1,1,40,2,3
term11,0.39375,2,0,2,40,1,4
term15,0.3972222222222222,-2,1,1,40,3,2
term131,0.3979166666666667,3,-2,2,30,1,4
term130,0.3986111111111111,3,1,1,30,1,4
term123,0.3986111111111111,-1,2,2,30,4,1
term144,0.3986111111111111,-1,2,2,50,3,2
term120,0.3993055555555556,1,2,1,50,3,2
term18,0.40347222222222223,-2,2,2,60,2,3
term125,0.4069444444444445,1,4,1,40,2,3
term151,0.4083333333333334,-1,1,1,50,2,4
term136,0.40902777777777777,-1,2,1,50,3,3
term132,0.40902777777777777,2,3,1,30,2,3
term19,0.40972222222222227,0,2,1,50,2,3
term151,0.4166666666666667,1,1,1,50,2,4
term110,0.4173611111111111,2,-3,2,60,2,3
term123,0.4201388888888889,-1,2,2,30,4,1
term148,0.4215277777777778,0,1,1,50,2,3
term146,0.42291666666666666,-2,-2,2,50,3,2
term119,0.4263888888888889,-3,1,1,30,2,3
term14,0.4305555555555556,-2,1,1,30,2,3
term128,0.43124999999999997,2,1,1,30,2,3
term131,0.43263888888888885,2,-3,2,30,1,4
term146,0.43333333333333335,-1,3,2,50,3,2
term18,0.4368055555555555,-2,2,2,60,2,3
term14,0.4375,-2,-1,1,30,2,3
term139,0.4375,1,2,2,40,1,3
term123,0.4388888888888889,-1,3,2,30,4,1
term155,0.44027777777777777,1,-3,1,50,2,2
term133,0.44166666666666665,0,-1,1,40,2,4
term139,0.44166666666666665,2,0,2,40,1,3
term151,0.44236111111111115,0,0,1,50,2,4
term125,0.44236111111111115,-4,2,1,40,2,3
term118,0.44236111111111115,2,-2,1,30,2,3
term131,0.44236111111111115,2,4,2,30,1,4
term139,0.4458333333333333,-1,-1,2,40,1,3
term132,0.44930555555555557,3,1,1,30,2,3
term144,0.45069444444444445,1,1,2,50,3,2
term123,0.4513888888888889,-2,2,2,30,4,1
term136,0.45555555555555555,1,2,1,50,3,3
term139,0.45625,-1,2,2,40,1,3
term120,0.45625,2,2,1,50,3,2
term128,0.4590277777777778,-2,-2,1,30,2,3
term126,0.4597222222222222,2,-3,2,40,3,2
term151,0.46388888888888885,0,-1,1,50,2,4
term111,0.46527777777777773,2,-2,2,40,3,2
term114,0.4680555555555555,2,1,2,30,3,3
term111,0.4680555555555555,1,-1,2,40,3,2
term146,0.4694444444444445,0,-1,2,50,3,2
term143,0.4694444444444445,2,-2,1,40,4,2
term135,0.4701388888888889,-1,1,2,50,2,3
term155,0.4701388888888889,3,0,1,50,2,2
term137,0.47152777777777777,-1,1,2,40,3,2
term156,0.47222222222222227,3,0,2,50,2,2
term19,0.47222222222222227,-1,2,1,50,2,3
term11,0.47291666666666665,3,0,2,40,1,4
term119,0.47291666666666665,2,-2,1,30,2,3
term124,0.47291666666666665,1,2,2,40,2,3
term136,0.47430555555555554,-3,-2,1,50,3,3
term120,0.47430555555555554,1,1,1,50,3,2
term129,0.47500000000000003,0,1,1,40,2,3
term123,0.47500000000000003,-1,4,2,30,4,1
term126,0.4784722222222222,2,-1,2,40,3,2
term15,0.4798611111111111,-1,-2,1,40,3,2
term141,0.4798611111111111,1,3,1,40,3,3
term13,0.48055555555555557,3,-2,2,20,2,3
term138,0.48194444444444445,-3,-3,2,40,2,4
term148,0.4840277777777778,-3,3,1,50,2,3
term132,0.48541666666666666,4,0,1,30,2,3
term113,0.48680555555555555,-4,2,1,30,3,2
term127,0.4875,1,0,2,30,2,3
term118,0.4888888888888889,2,-2,1,30,2,3
term118,0.49444444444444446,3,-2,1,30,2,3
term155,0.49513888888888885,1,-3,1,50,2,2
term124,0.49583333333333335,2,-2,2,40,2,3
term132,0.4986111111111111,4,-3,1,30,2,3
term129,0.5013888888888889,0,1,1,40,2,3
term123,0.50625,-4,4,2,30,4,1
term19,0.5069444444444444,1,-2,1,50,2,3
term110,0.5076388888888889,1,-2,2,60,2,3
term133,0.5090277777777777,1,-1,1,40,2,4
term131,0.5097222222222222,-1,3,2,30,1,4
term151,0.5104166666666666,0,0,1,50,2,4
term152,0.5131944444444444,2,-1,1,50,2,3
term128,0.5131944444444444,2,-1,1,30,2,3
term146,0.5152777777777778,1,1,2,50,3,2
term131,0.5159722222222222,1,-1,2,30,1,4
term155,0.5208333333333334,3,-1,1,50,2,2
term144,0.5215277777777778,1,1,2,50,3,2
term113,0.5256944444444445,-4,-1,1,30,3,2
term18,0.5256944444444445,-1,1,2,60,2,3
term129,0.5298611111111111,-1,1,1,40,2,3
term123,0.5305555555555556,3,-1,2,30,4,1
term123,0.5368055555555555,1,1,2,30,4,1
term155,0.5375,-1,-2,1,50,2,2
term14,0.5381944444444444,2,0,1,30,2,3
term130,0.5381944444444444,3,1,1,30,1,4
term18,0.5388888888888889,-2,1,2,60,2,3
term133,0.5388888888888889,2,0,1,40,2,4
term122,0.5409722222222222,1,3,2,30,2,3
term123,0.5430555555555555,-4,4,2,30,4,1
term13,0.5444444444444444,2,-2,2,20,2,3
term133,0.5513888888888888,2,0,1,40,2,4
term151,0.5576388888888889,0,-3,1,50,2,4
term119,0.5583333333333333,-4,1,1,30,2,3
term122,0.5618055555555556,0,3,2,30,2,3
term14,0.5625,2,0,1,30,2,3
term155,0.5652777777777778,-1,-2,1,50,2,2
term132,0.5659722222222222,2,-2,1,30,2,3
term149,0.5666666666666667,-3,0,1,50,3,2
term19,0.5680555555555555,1,2,1,50,2,3
term137,0.5694444444444444,0,0,2,40,3,2
term110,0.5722222222222222,2,-2,2,60,2,3
term129,0.5729166666666666,2,0,1,40,2,3
term133,0.5743055555555555,1,0,1,40,2,4
term127,0.5770833333333333,2,1,2,30,2,3
term131,0.579861111111111,1,-1,2,30,1,4
term123,0.5819444444444445,-2,-1,2,30,4,1
term136,0.5847222222222223,1,1,1,50,3,3
term135,0.5861111111111111,1,1,2,50,2,3
term13,0.5930555555555556,3,2,2,20,2,3
term136,0.59375,0,2,1,50,3,3
term124,0.5944444444444444,1,1,2,40,2,3
term128,0.5944444444444444,2,-1,1,30,2,3
term133,0.5951388888888889,1,-2,1,40,2,4
term156,0.5951388888888889,4,-3,2,50,2,2
term152,0.5972222222222222,0,2,1,50,2,3
term146,0.5986111111111111,1,4,2,50,3,2
term110,0.5986111111111111,0,-3,2,60,2,3
term154,0.6,-1,-1,1,30,3,2
term114,0.6006944444444444,1,-2,2,30,3,3
term11,0.6013888888888889,0,-3,2,40,1,4
term111,0.6020833333333333,1,-2,2,40,3,2
term138,0.6041666666666666,3,-1,2,40,2,4
term123,0.6041666666666666,-4,4,2,30,4,1
term127,0.6062500000000001,0,0,2,30,2,3
term135,0.6069444444444444,1,1,2,50,2,3
term118,0.607638888888889,3,-3,1,30,2,3
